Country,2014,2015,2016,2017,2018,2019,2020,2021,2022
Austria,0.5752600289526905,0.5771500314890059,0.5790500451659603,0.5809400009047957,0.5829700534617813,0.5851499788286381,0.5874799705367268,0.589949950853062,0.59255997472199
Belgium,0.9783300236585468,0.9787599931737926,0.9791899904530958,0.979610041460523,0.980009983325536,0.9804100102881196,0.9807899638465797,0.9811700044751536,0.9815299986804513
Bulgaria,0.7365100586411457,0.7399000639594003,0.7432900260416155,0.746690019017949,0.7500800351656511,0.7534700515112259,0.7568600587105739,0.7602499831703511,0.7636299965800977
Cyprus,0.6703104091351281,0.669459605147901,0.6688101739655274,0.6683596423071799,0.6681000073020787,0.6680500896783623,0.6682103242165689,0.6685597353454624,0.6691098915850572
Czechia,0.7338400339675262,0.7347700216734991,0.7356999571847639,0.736749981452532,0.737919955807791,0.7392099978729126,0.740610036139945,0.7421400350207485,0.7437699808041852
Denmark,0.8740999118450954,0.8752599418349628,0.8764200830654975,0.8775699135122759,0.8787400520156945,0.8799399149218959,0.8811600088074845,0.8823999659878639,0.8836700498404465
Estonia,0.6826902083991038,0.6841601116612577,0.6856299257480297,0.6871701796894452,0.6888001833617378,0.690509745285621,0.6922901614264376,0.6941496635440428,0.6960899736069511
Finland,0.8517500281973197,0.8522499462089,0.8527500667388133,0.8532500734357815,0.8538200805906961,0.8544599161910501,0.8551699480409141,0.8559600160042823,0.8568099672684429
France,0.7939399928522813,0.7965499990743561,0.799169997097301,0.8017999934845651,0.8044399930742787,0.8070900040498308,0.8097500015798172,0.8124200021297348,0.8150900017214616
Germany,0.7719000030870867,0.7720000037705077,0.7722399981959636,0.7726099961864091,0.7731199978307906,0.7737599966649402,0.7745299950020965,0.7754400033136177,0.7764799953125364
Hungary,0.7022699511111777,0.7050000264146358,0.7077899654402685,0.7106199592438306,0.7135100337944695,0.7164399735916205,0.7194199801459444,0.7224500254431281,0.7255199808193425
Ireland,0.6233999750952178,0.62538002793305,0.6273701011600655,0.6294700989393824,0.6317000991922448,0.6340499438628063,0.6365299589880976,0.6391200445683868,0.6418300934043537
Italy,0.6927199989998214,0.6956499939355101,0.6985500044880625,0.7014399973411174,0.7043799948892584,0.7073600044172789,0.710389993911558,0.7134600066192963,0.7165699941932893
Latvia,0.679520128078195,0.6798000735261769,0.6802101720967759,0.6807498321532575,0.6814200482156775,0.682220185576297,0.6831501397827566,0.684210051525877,0.6853999424279138
Lithuania,0.6710800523945332,0.6723000024097132,0.6736598272593803,0.675160152213104,0.676789897567162,0.6785501212002132,0.6804598400291962,0.6824901395617528,0.6846501266580944
Luxembourg,0.8988404135037631,0.9017896643984241,0.9046002329840863,0.9072703978964879,0.9098100172711571,0.9122307867245375,0.9145298602992614,0.9167192655734426,0.9188106623304441
Malta,0.9434689960833766,0.9441392373492596,0.9447992340059207,0.9454592851694127,0.9461197201989147,0.9467803563847305,0.9474397087702685,0.9481000354845179,0.9487491362478419
Norway,0.8069199522232985,0.8109099417242431,0.8148500368419715,0.8187099106911393,0.8224800618082064,0.8261600449971354,0.829740076866237,0.8332299124312172,0.8366400488755346
Poland,0.6040299923168464,0.6027799888023118,0.6017800011888306,0.6010499955944498,0.600579990651683,0.6003699940538081,0.6004300105517101,0.6007500068084657,0.601340012393219
Portugal,0.6293599634345032,0.6351399622864323,0.6408599836597952,0.6465200042717203,0.6521099840117809,0.6576400000661076,0.6630999600760643,0.6684899608959073,0.67381003340729
Romania,0.5390000160229211,0.5388700003068287,0.5390000044157355,0.5393599835415442,0.5399799835369984,0.5408399946148102,0.5419400215413763,0.5432899772979468,0.5448900139649223
Slovakia,0.539999915107991,0.538889977711203,0.5380599683508759,0.5375100749517578,0.5372599655832786,0.5372900657059665,0.5375999276034943,0.538199938427613,0.5390899658158178
Slovenia,0.5355701801181388,0.5378101903969458,0.5402001508928148,0.5427301165124846,0.545410228295178,0.5482197966371143,0.5511798552048854,0.5542700249848321,0.5575098509175723
Spain,0.7936600041281489,0.7960199963690254,0.7983999978315148,0.8007999916554411,0.8032100002064202,0.8056499908973909,0.8081000041063509,0.8105600003239427,0.8130400093431459
Sweden,0.8624700008560134,0.8655299532022354,0.8685200217472692,0.8714599503783073,0.8743099653727184,0.8770799795736639,0.8797700320337912,0.8823799702202738,0.8849200162373375
Türkiye,0.7307699951973186,0.7361100054118925,0.7413399955967587,0.7464399963253632,0.7514299962936941,0.7562999942842916,0.7610500034298866,0.7656900009576063,0.7702200048145496
